fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Jan,18,MAHARASHTRA,1823,AKOLA,1360294,277.332923754315,34,2184,587.665686111,10144,2,20171,1819421,271124,36842,90218,10695,190.98359,5824.502730811,52097,76702,91281,209507,3250,294405,568695,30315,5045.8534547,661170,90,40.32,3.73,107.5,
2024-2025,Jan,18,MAHARASHTRA,1824,AMRAVATI,6332277,236.471153111532,81,1203,12963.400112779,16798,3,42904,9438610,871569,55186,3423507,141663,825.03652,36108.0265374793,116402,223645,196173,550715,30636,475948,1072133,59702,22319.5899047003,3994464,77,39.3,18.68,121.3,
2024-2025,Jan,18,MAHARASHTRA,1829,CHANDRAPUR,4764964,246.86350288139,47,750,8125.69669983701,15818,9,25097,5139880,540644,63964,1143425,108307,541.02858,21355.213091737,109263,190554,175758,502108,10475,385138,921173,40915,12688.4878119,2613172,80,34.87,11.71,102.13,
2024-2025,Jan,18,MAHARASHTRA,1835,PALGHAR,2737523,255.186011397827,42,904,3113.251112173,14173,17,34280,3469258,13167,1848,3206113,342259,490.20193,12456.514157473,81534,152827,129453,382329,7268,316402,740347,48453,8853.06111530003,1934130,84,18.74,16.35,101.73,
2024-2025,Jan,18,MAHARASHTRA,1804,RATNAGIRI,378452,290.574659095946,26,110,274.715527416,10269,4,21745,609189,23712,7847,6606,1251,108.61729,2153.481677416,23291,33897,59770,134668,465,257306,477028,32014,1770.14886,264151,96,62.65,0.34,103.21,
2024-2025,Jan,18,MAHARASHTRA,1813,SOLAPUR,1149374,327.967349755719,35,148,641.814851323,6398,13,20204,1523652,56006,15825,11465,2606,164.99361,5803.889545223,42443,70132,89555,204717,2435,565858,984536,26602,4997.0810839,555194,96,78.39,0.0,108.4,
2024-2025,Jan,18,MAHARASHTRA,1825,YAVATMAL,4819371,295.917381053234,39,710,3099.326368544,18966,7,39819,5656480,295797,39801,610645,75476,639.32052,20477.154364344,142734,213430,229426,514079,7637,689238,1406655,58785,16738.5074758,2312080,92,45.38,19.63,99.91,
2024-2025,Jan,18,MAHARASHTRA,1826,WARDHA,1317952,285.9786285731,50,316,1340.16627812,5352,3,11274,1606903,125901,16071,122184,14365,213.11717,6148.68261002,31584,51701,57298,140539,3519,223167,413645,16626,4595.3991619,599594,89,76.94,0.17,104.67,
2024-2025,Jan,18,MAHARASHTRA,1833,GONDIA,6283191,211.901823740483,43,354,10671.263864762,18739,14,29102,7159012,594357,52951,1108956,90772,685.2207,26526.561554562,166249,268691,239365,616138,11476,356961,844015,47841,15170.0769898,4581064,78,24.8,10.27,102.18,
2024-2025,Jan,18,MAHARASHTRA,1802,THANE,351478,280.624508528881,34,42,241.015610999,3965,6,11733,485644,15678,3681,143035,35178,50.11315,1653.964849199,14232,24856,31066,101035,654,140784,332991,15698,1362.8360882,207941,95,54.79,0.99,101.83,
2024-2025,Jan,18,MAHARASHTRA,1812,SANGLI,476566,284.442203760385,33,46,618.578935546,5004,22,10281,686100,33696,8128,788,225,105.79457,2675.931465546,20251,29645,49777,106087,530,319259,560314,15285,1951.55796,246217,84,45.93,0.12,98.63,
2024-2025,Jan,18,MAHARASHTRA,1819,NANDED,4296326,275.472979355846,46,255,5477.172578763,9718,37,39911,5192511,543109,79664,362029,39933,596.91609,20378.053423843,112803,183017,186510,494088,11376,669386,1510159,49629,14303.96475508,2224195,83,46.64,1.28,109.5,
2024-2025,Jan,18,MAHARASHTRA,1822,BULDHANA,1404832,298.200941583998,25,192,1051.031355356,11091,8,28479,1952667,140763,34709,44059,7927,231.2882,7105.190935356,77724,115014,131395,318071,638,488703,1019132,39570,5822.87138,692144,94,42.51,0.55,99.84,
2024-2025,Jan,18,MAHARASHTRA,1825,YAVATMAL,4819371,296.0134859695,39,718,3099.326368544,19209,7,40181,5734792,299290,39876,619159,75753,639.32052,20714.404600844,144287,215880,230356,516015,7820,689661,1407413,59390,16975.7577123,2344875,92,45.48,19.57,99.91,
2024-2025,Jan,18,MAHARASHTRA,1828,BHANDARA,5375091,190.515512897394,39,5525,3201.231569773,13919,8,15305,5367945,622915,59519,372588,33272,411.27466,13839.274178573,134991,222272,188832,454256,7224,288657,632747,29224,10226.7679488,3287870,80,24.09,14.29,100.91,
2024-2025,Jan,18,MAHARASHTRA,1835,PALGHAR,2737523,254.369777825671,43,932,3113.251112173,14344,17,35747,3712040,13833,1868,3432725,344991,490.20193,13045.760942973,84546,158857,130761,385515,8216,317250,742432,50091,9442.30790080004,2075774,84,18.5,17.53,102.06,
2024-2025,Jan,18,MAHARASHTRA,1802,THANE,351478,279.463517556231,34,41,241.015610999,3949,6,11594,478605,15426,3647,140756,34896,50.11315,1628.655129199,13988,24440,30891,100449,642,140654,332593,15543,1337.5263682,204589,95,54.83,0.99,101.85,
2024-2025,Jan,18,MAHARASHTRA,1806,NASHIK,2060232,291.221359391912,33,633,4304.90354088,22294,18,41905,2682111,47832,11944,1014211,204261,359.17471,12474.95836548,79507,128198,187441,522405,3245,705856,1500114,64199,7810.8801146,976795,83,31.57,13.67,100.71,
2024-2025,Jan,18,MAHARASHTRA,1811,SATARA,691105,285.944666593302,37,137,290.883930799,6984,18,13279,935959,31797,11280,3058,931,125.15501,3092.363782799,25111,38740,69835,156450,2050,410654,775078,20263,2676.324842,382636,88,69.26,0.27,103.98,
2024-2025,Jan,18,MAHARASHTRA,1814,KOLHAPUR,422166,284.846509633681,31,43,322.68580931,2399,155,9027,597539,57787,18972,1070,325,94.22586,2118.98065451,19087,31793,49427,119755,759,362038,644929,11426,1702.0689852,246554,91,42.26,0.03,113.48,
2024-2025,Jan,18,MAHARASHTRA,1816,JALNA,4222114,275.496423597491,47,370,4305.937919093,9250,19,50040,5473243,141183,20705,24925,3248,507.27725,19891.803888893,114172,207436,171730,454903,11720,492343,1100034,59290,15078.5887198,2260521,77,50.74,0.72,101.6,
2024-2025,Jan,18,MAHARASHTRA,1824,AMRAVATI,6332277,233.353266020124,82,1226,12963.400112779,17046,3,43109,9695917,894525,55272,3551472,141898,825.03652,36414.1756228794,117302,225553,196503,551684,31430,476096,1072709,60155,22625.7389901004,4113117,78,39.07,19.12,120.96,
2024-2025,Jan,18,MAHARASHTRA,1828,BHANDARA,5375091,190.244450063154,39,5509,3201.231569773,13692,8,15304,5329812,618096,59472,370123,33270,411.27466,13752.177758573,134671,221636,188750,454087,7063,288582,632625,28996,10139.6715288,3267830,80,23.94,14.44,100.92,
2024-2025,Jan,18,MAHARASHTRA,1834,HINGOLI,1907885,283.866158218834,43,109,3022.164084019,9171,4,19670,2380867,340874,45902,394959,43941,310.38653,10091.026299219,54765,90701,96989,247692,4953,264997,599638,28841,6758.4756852,952486,90,70.28,0.19,102.05,
2024-2025,Jan,18,MAHARASHTRA,1812,SANGLI,476566,285.037773377008,33,46,618.578935546,5027,22,10336,694828,34079,8155,788,225,105.79457,2704.895765546,20487,30063,49945,106449,539,319376,560480,15363,1980.52226,249537,84,46.12,0.12,99.27,
2024-2025,Jan,18,MAHARASHTRA,1813,SOLAPUR,1149374,325.648430072949,36,149,641.814851323,6650,13,20109,1557945,57362,15859,11597,2608,164.99361,5880.231895223,43078,71251,89958,205585,2518,566281,985620,26759,5073.4234339,569362,96,78.58,0.0,108.46,
2024-2025,Jan,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10699485,278.716105252198,69,1504,11112.114076501,17962,12,71823,11794281,265258,29225,162405,12802,1317.72816,45302.402882201,170892,310171,245157,651432,39295,693807,1476498,89785,32872.5606457,4978903,94,80.53,0.25,110.74,
2024-2025,Jan,18,MAHARASHTRA,1825,YAVATMAL,4819371,295.970170274943,39,730,3099.326368544,19341,7,40291,5774132,301623,39922,624233,75859,639.32052,20828.355200844,144910,216889,230756,516869,7924,690063,1408146,59632,17089.7083123,2361584,92,45.26,19.59,99.91,
2024-2025,Jan,18,MAHARASHTRA,1829,CHANDRAPUR,4764964,246.230597073321,47,752,8125.69669983701,16184,8,25464,5267745,554280,64073,1174781,108590,541.02858,21637.525245637,110519,193046,176252,503464,11007,385403,921911,41648,12970.7999658,2676217,81,35.26,11.5,102.09,
2024-2025,Jan,18,MAHARASHTRA,1809,AHMEDNAGAR,1600931,277.421917976797,44,206,2091.006299462,15176,10,33268,3085444,165289,33891,89463,26605,313.23667,10963.940892362,70068,121216,159987,462506,7560,773295,1917932,48444,8559.6979229,1291009,90,66.4,0.08,105.57,
2024-2025,Jan,18,MAHARASHTRA,1810,PUNE,378347,299.316764428746,32,74,426.752626937,10522,146,17006,608109,28196,10540,77167,22281,104.65807,2351.582879937,18818,30877,58298,154036,780,381738,821514,27528,1820.172183,230302,93,69.94,0.02,102.15,
2024-2025,Jan,18,MAHARASHTRA,1817,PARBHANI,3429686,294.180940890932,46,308,5131.342873766,7596,28,34542,4389648,150463,21492,32106,3009,634.30292,18679.153581966,94657,152405,149500,335783,9457,425607,818827,42138,12913.5077882,1718922,90,59.38,0.11,110.07,
2024-2025,Jan,18,MAHARASHTRA,1818,BEED,7482402,292.689823230716,49,615,8321.877320117,6563,52,73709,9368087,157848,16242,18592,1907,873.97252,36615.2871205167,189651,329227,271858,661376,22640,691976,1426680,80272,27419.4372803997,3895995,78,41.84,4.23,315.16,
2024-2025,Jan,18,MAHARASHTRA,1820,Dharashiv,2168061,270.596849743047,49,169,2146.414849653,7722,24,18363,2406664,146076,24403,8889,1178,306.86491,8965.63672755301,48237,75842,78839,200425,5907,328779,708503,26085,6512.35696790001,921156,79,51.92,0.17,115.87,
2024-2025,Jan,18,MAHARASHTRA,1828,BHANDARA,5375091,190.507671852283,39,5525,3201.231569773,13920,8,15310,5368375,622921,59520,372594,33272,411.27466,13839.672458573,134993,222274,188832,454258,7226,288660,632758,29230,10227.1662288,3288074,80,24.09,14.29,100.91,
2024-2025,Jan,18,MAHARASHTRA,1829,CHANDRAPUR,4764964,246.31426179539,47,752,8125.69669983701,16123,8,25403,5250123,552346,64073,1170956,108556,541.02858,21598.526990637,110337,192673,176181,503258,10930,385357,921798,41526,12931.8017108,2667347,81,35.21,11.53,102.09,
2024-2025,Jan,18,MAHARASHTRA,1830,GADCHIROLI,2985960,265.765923700946,43,1144,6500.523377428,12639,2,13527,3935383,349400,39900,1575309,168331,406.56619,17365.996548548,90467,175151,135838,393493,7433,236045,603591,26166,10458.90698112,1904126,82,30.31,11.62,101.4,
2024-2025,Feb,18,MAHARASHTRA,1835,PALGHAR,2763522,266.75336131188,45,985,3123.586252173,14572,17,36620,4047387,14699,1881,3746200,348786,490.20193,14410.329049973,88210,166073,132558,389761,9546,319126,745643,51192,10796.5408678001,2274362,84,18.33,18.94,108.09,
2024-2025,Feb,18,MAHARASHTRA,1810,PUNE,378976,295.257485811778,33,77,436.623486937,10588,139,17321,651773,29772,10606,84008,22616,104.65807,2465.690129937,19738,32604,58867,155561,853,382175,822619,27909,1924.408573,248614,93,70.19,0.02,102.05,
2024-2025,Feb,18,MAHARASHTRA,1812,SANGLI,476825,285.833599063302,34,48,625.726875546,5233,21,9429,722538,35706,8212,822,225,105.79457,2796.777815546,21133,31126,50373,107385,589,319658,561144,14662,2065.25637,260322,87,46.74,0.12,99.4,
2024-2025,Feb,18,MAHARASHTRA,1823,AKOLA,1363122,269.890133411851,36,2329,602.019850696,11251,2,21425,2042847,300697,37668,100925,11002,190.98359,6306.445934396,56316,83778,93856,215097,3761,295795,571408,32676,5513.4424937,749994,91,40.6,3.48,107.13,
2024-2025,Feb,18,MAHARASHTRA,1825,YAVATMAL,4827157,295.661242933308,40,746,3115.930558544,19766,7,41290,6028988,315013,40261,652443,76584,639.32052,21580.631935644,149417,224357,233557,522904,8693,691547,1410816,61056,17825.3808571,2470080,93,45.36,19.48,100.03,
2024-2025,Feb,18,MAHARASHTRA,1829,CHANDRAPUR,4780596,247.445898767197,48,759,8148.06280943701,16596,8,24649,5372231,563978,64185,1202729,108848,541.02858,21982.456671237,111600,195286,176640,504613,11460,385658,922666,41245,13293.3652818,2727363,82,35.2,11.4,102.85,
2024-2025,Feb,18,MAHARASHTRA,1830,GADCHIROLI,2999961,272.984233962906,45,1178,6519.009177428,13137,2,14278,4252298,373435,40111,1718646,169046,406.56619,18533.678488548,93378,182102,136473,395237,8680,236329,604339,27415,11608.10312112,2064222,82,30.78,11.62,104.19,
2024-2025,Feb,18,MAHARASHTRA,1834,HINGOLI,1913846,284.74663736008,45,117,3037.730764019,9254,2,20160,2577805,367476,46279,428033,44368,310.38653,10688.330349219,56831,94480,97925,250061,5695,266034,601577,29414,7340.2130552,1034655,90,71.16,0.24,103.04,
2024-2025,Dec,18,MAHARASHTRA,1802,THANE,347891,283.355974789023,33,38,177.866410999,3555,6,11040,423625,13715,3558,123546,33695,50.11315,1428.346309199,12647,21897,30052,97587,548,139993,330024,14595,1200.3667482,179504,94,55.42,1.02,101.63,
2024-2025,Dec,18,MAHARASHTRA,1808,JALGAON,1751246,284.676816331479,36,166,2363.525424529,11124,35,34187,2276732,107431,31736,161538,37853,302.38013,9147.233728529,62171,95352,143836,353273,4227,674903,1275810,45311,6481.328174,891411,91,49.83,0.66,103.89,
2024-2025,Dec,18,MAHARASHTRA,1813,SOLAPUR,1137646,334.186520394753,34,143,639.268391323,3736,14,21897,1356697,49946,15638,10492,2573,164.68648,5337.853367923,38785,63307,87425,199840,2120,563402,979006,25633,4533.8984966,486719,96,80.45,0.0,107.9,
2024-2025,Dec,18,MAHARASHTRA,1823,AKOLA,1346413,282.092119889102,33,1978,573.971286111,6933,2,19939,1587050,241282,36121,79327,10422,190.98359,5241.897864811,47825,69581,88918,204264,2656,292574,565369,26872,4476.9429887,571951,89,39.82,3.88,107.51,
2024-2025,Dec,18,MAHARASHTRA,1827,NAGPUR,1685494,274.118094754347,42,321,2302.074632048,5922,28,18881,2001238,261030,34234,255417,31681,295.41126,8083.241369148,46842,67437,106020,242158,4063,283417,545899,24803,5485.7554771,830410,83,62.73,1.02,102.35,
2024-2025,Dec,18,MAHARASHTRA,1833,GONDIA,6219077,217.335633672571,39,336,10671.263864762,17863,15,26651,6255786,515909,52529,975050,90088,675.40661,24942.722619062,157184,250655,237621,611814,8100,355742,841142,44514,13596.0521443,3991629,78,24.53,11.42,101.94,
2024-2025,Dec,18,MAHARASHTRA,1803,RAIGAD,150352,287.191987440739,22,73,242.714090714,1595,81,19133,240460,7031,3133,55801,14981,42.9022,976.198143714,10636,16637,30615,70874,177,194160,350139,20728,690.581853,101478,71,29.15,2.7,106.41,
2024-2025,Dec,18,MAHARASHTRA,1804,RATNAGIRI,374591,293.580440009407,24,102,274.693527416,8229,7,23045,514489,19966,7779,5676,1239,108.61729,1893.749887416,21400,30919,58910,132695,299,256443,475536,31274,1510.43907,222187,96,60.68,0.47,102.51,
2024-2025,Dec,18,MAHARASHTRA,1805,SINDHUDURG,296893,294.944372553321,28,103,136.0030425,3470,5,17065,351241,8427,3750,839,306,75.60363,1247.57223610001,12166,19842,38739,88805,368,130036,244283,20535,1035.96556360001,139400,81,80.65,4.58,100.77,
2024-2025,Dec,18,MAHARASHTRA,1808,JALGAON,1751246,284.85294528497,36,166,2363.525424529,11902,35,33472,2280781,107560,31741,161684,37860,302.38013,9162.77740852899,62270,95528,143905,353459,4234,674967,1276030,45374,6496.871854,893054,91,49.88,0.66,103.88,
2024-2025,Dec,18,MAHARASHTRA,1811,SATARA,684054,292.255864333924,36,123,269.779130799,5828,25,13490,812377,27169,11149,2554,924,125.15501,2769.153563799,22165,33898,68338,153020,1706,408577,770925,19318,2374.219423,329184,88,69.39,0.26,103.9,
2024-2025,Dec,18,MAHARASHTRA,1813,SOLAPUR,1137646,333.792740705627,34,143,639.268391323,3819,14,21830,1358537,49981,15637,10492,2573,164.68648,5338.652757123,38851,63467,87436,199876,2120,563458,979139,25649,4534.6978858,487485,96,80.48,0.0,107.91,
2024-2025,Dec,18,MAHARASHTRA,1821,LATUR,4305825,291.780407839463,51,213,7594.285898948,10677,1,29776,4324888,393693,56265,42729,4253,671.67634,20885.138083948,83366,134250,132856,332247,11196,398279,842816,40453,12619.175845,1721442,87,59.3,0.02,101.03,
2024-2025,Dec,18,MAHARASHTRA,1822,BULDHANA,1390496,298.952439150005,23,167,1051.031355356,9496,9,27198,1640715,117603,33882,37136,7685,231.2882,6187.277067356,69965,102316,126943,307585,424,486832,1015036,36694,4904.957512,574037,93,41.26,0.63,99.69,
2024-2025,Dec,18,MAHARASHTRA,1824,AMRAVATI,6267662,258.567636056762,72,1108,12963.400112779,14857,3,42262,7876382,756491,54740,2608753,139834,825.03652,34154.2113769793,108930,207097,193834,544077,25093,474985,1068577,57119,20365.7747442003,3270441,77,41.27,15.33,123.48,
2024-2025,Dec,18,MAHARASHTRA,1831,NANDURBAR,1511858,287.308945618415,31,106,3574.89193902,12000,8,28305,1879993,50454,11295,1378118,292870,303.84965,9280.12965502,59654,87472,149228,357717,1963,534332,1086031,40305,5401.388066,774639,73,40.11,1.54,106.72,
2024-2025,Dec,18,MAHARASHTRA,1834,HINGOLI,1888416,297.84021999823,39,92,3022.164084019,7053,4,20282,1976925,288736,45199,328549,43334,310.38653,9220.628383219,49692,81020,95154,243145,3501,262900,595760,27335,5888.0777692,788329,89,69.34,0.16,102.28,
2024-2025,Feb,18,MAHARASHTRA,1803,RAIGAD,152305,285.163841984539,25,78,255.763992172,3563,64,18006,303869,8781,3207,71065,15557,46.0898,1168.378307172,12153,19139,31625,73083,278,195579,352722,21569,866.524515,131035,72,33.69,2.43,112.3,
2024-2025,Feb,18,MAHARASHTRA,1808,JALGAON,1771449,273.629608191598,41,213,2452.578364529,16477,22,34901,3063334,146764,32782,213311,39492,340.30833,11175.075516329,74223,115768,150862,370311,6213,678317,1284307,51378,8382.1888218,1217509,92,51.33,0.61,105.24,
2024-2025,Feb,18,MAHARASHTRA,1814,KOLHAPUR,422632,281.398662561347,31,48,329.74136771,2452,133,9423,654273,61756,19244,1160,340,98.64895,2269.50578921,20704,34621,50606,122784,859,363275,647858,11875,1841.1154715,271673,91,43.39,0.02,115.0,
2024-2025,Feb,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10703384,273.791500425179,71,1545,11204.500185701,18672,12,71663,12303066,277493,29364,169992,12925,1340.97933,46230.228515401,172856,314349,245933,653496,41737,694720,1478609,90335,33684.7489997,5202318,94,80.44,0.24,111.58,
2024-2025,Feb,18,MAHARASHTRA,1818,BEED,7483828,306.614783800865,50,667,8420.990780117,6986,49,75166,9983597,168074,16425,20306,1930,990.0529,40022.2280372166,195880,340101,275120,668936,24872,695472,1433962,82152,30611.1843570996,4167552,79,43.08,4.14,322.55,
2024-2025,Feb,18,MAHARASHTRA,1819,NANDED,4303995,273.917282395407,47,279,5518.794058763,10486,32,40260,5648810,580777,80317,395438,40495,621.83119,21613.692088443,117968,192495,189634,501635,13042,672103,1515210,50746,15473.06683968,2426214,84,47.31,1.23,112.57,
2024-2025,Feb,18,MAHARASHTRA,1822,BULDHANA,1406190,297.445979992959,25,198,1130.129765356,11475,8,29428,2110357,152774,35100,47042,8055,243.27709,7650.578915356,81306,120957,133575,323171,818,489844,1021629,40903,6277.17206,752102,94,42.9,0.51,99.72,
2024-2025,Feb,18,MAHARASHTRA,1824,AMRAVATI,6359823,228.26794906886,89,1282,13069.249982779,17932,3,44229,10841461,983624,55668,4088696,142903,914.61679,38731.4474465793,121599,234805,198148,556412,35062,476936,1075583,62161,24747.5806738003,4643652,78,37.38,19.91,125.52,
2024-2025,Feb,18,MAHARASHTRA,1830,GADCHIROLI,2999961,267.589415107999,47,1216,6538.624147428,13404,2,15458,4505666,393482,40253,1849478,169676,440.45566,19035.765103548,95427,186992,137014,396614,9736,236489,604764,28862,12056.68529612,2189308,83,31.11,11.55,104.04,
2024-2025,Feb,18,MAHARASHTRA,1834,HINGOLI,1913846,296.024702064041,46,116,3071.254384019,9291,2,20390,2673494,379691,46468,443191,44574,319.93515,11305.392182219,57745,96138,98327,251057,6084,266478,602383,29681,7914.2026482,1074376,90,71.22,0.23,107.47,
2024-2025,Feb,18,MAHARASHTRA,1813,SOLAPUR,1149872,316.177327049916,36,156,649.406331323,6686,13,20629,1644116,60660,16009,12196,2643,200.07586,6047.804213723,45283,75334,91349,208673,2672,567341,988094,27315,5198.3220224,604833,96,78.81,0.0,108.28,
2024-2025,Feb,18,MAHARASHTRA,1816,JALNA,4223409,268.388135244822,49,385,4318.678699093,10288,19,50370,5902555,153696,20978,26809,3301,568.15034,20728.586335393,118553,215840,174374,460920,13195,495207,1104842,60658,15841.7572963,2448435,78,51.3,0.74,101.06,
2024-2025,Feb,18,MAHARASHTRA,1817,PARBHANI,3431135,288.185694293609,48,316,5228.962021546,7637,30,35202,4738442,160924,21621,33720,3022,673.44259,19557.916587946,98462,158882,150818,338435,10899,426877,820818,42839,13655.5119764,1861858,90,59.94,0.1,110.73,
2024-2025,Feb,18,MAHARASHTRA,1826,WARDHA,1319832,286.692394479727,51,323,1361.29761812,5895,3,11050,1679772,131868,16193,128526,14519,227.41615,6404.49233671999,32462,53353,57855,141984,3728,223511,414540,16945,4815.77856859999,629450,90,76.63,0.18,106.04,
2024-2025,Feb,18,MAHARASHTRA,1834,HINGOLI,1913846,283.165619822771,45,117,3038.416764019,9260,2,20168,2588619,368406,46312,430062,44392,319.93515,10688.430950219,56949,94691,97978,250191,5730,266122,601736,29428,7330.07903620001,1039101,90,70.99,0.23,102.96,
2024-2025,Feb,18,MAHARASHTRA,1835,PALGHAR,2763522,259.107876110518,46,994,3125.652152173,14663,17,36573,4181275,15065,1886,3872341,349858,515.67565,14475.340649013,89263,168455,133088,391050,10043,319450,746254,51236,10834.0128468401,2355311,85,18.19,19.49,107.9,
2024-2025,Feb,18,MAHARASHTRA,1807,DHULE,1814049,273.004789784796,47,350,507.538896321,5840,16,25436,2697783,103990,17645,416136,76991,217.10345,8089.71915432097,56780,94239,103717,289926,6820,452697,952223,31276,7365.07680799997,1063689,90,64.45,0.15,103.15,
2024-2025,Feb,18,MAHARASHTRA,1810,PUNE,378976,290.733155026593,33,79,445.521655037,10678,137,17530,688140,30770,10630,89179,22868,121.76109,2567.933878037,20435,33851,59321,156757,969,382558,823665,28208,2000.651133,263738,93,70.38,0.02,102.63,
2024-2025,Feb,18,MAHARASHTRA,1812,SANGLI,476825,285.957268267148,34,48,632.285715546,5264,20,9614,748858,36996,8258,864,227,109.74305,2883.442645546,21715,32088,50689,108101,633,319966,561687,14878,2141.41388,270330,87,47.97,0.11,99.99,
2024-2025,Feb,18,MAHARASHTRA,1817,PARBHANI,3431135,282.031556244834,49,333,5262.257868446,7646,30,35781,4962349,168235,21734,35044,3026,673.44259,19931.0905694459,100249,161902,151807,340423,11793,427784,822283,43427,13995.390111,1953567,90,60.12,0.11,110.67,
2024-2025,Feb,18,MAHARASHTRA,1820,Dharashiv,2169470,264.45139770812,51,177,2170.522119653,8104,24,18475,2603276,157670,24632,9414,1194,326.63507,9381.55695785303,50356,79632,80157,203577,6777,329987,710911,26579,6884.39976820003,999982,80,51.66,0.16,117.66,
2024-2025,Feb,18,MAHARASHTRA,1823,AKOLA,1363122,273.602971426289,36,2403,640.126130696,11396,2,21930,2127830,311670,37890,103796,11084,202.38505,6664.317287596,57689,86033,94688,216992,3981,296396,572568,33326,5821.8061069,783361,91,40.82,3.38,109.39,
2024-2025,Feb,18,MAHARASHTRA,1828,BHANDARA,5385336,191.560980489288,40,5581,3379.507586804,14912,8,15432,5519122,641508,59655,384889,33315,459.62549,14411.617294404,136546,225291,189171,454998,7767,289025,633469,30344,10572.4842176,3365662,81,24.08,13.61,101.16,
2024-2025,Feb,18,MAHARASHTRA,1829,CHANDRAPUR,4780596,250.42798272868,48,770,8198.75159943701,17213,8,24769,5497669,576381,64347,1232971,109104,596.43452,22562.887693237,112873,197890,177099,505884,11936,385932,923407,41982,13767.7015738,2790145,82,34.75,11.19,104.2,
2024-2025,Feb,18,MAHARASHTRA,1802,THANE,352629,275.688435312035,34,56,254.158470999,4306,6,12513,554168,17822,3821,169532,37080,53.00494,1834.940499199,15848,27892,32161,104636,762,145197,339504,16819,1527.7770882,241139,95,55.54,1.08,102.07,
2024-2025,Feb,18,MAHARASHTRA,1825,YAVATMAL,4827157,296.48651137788,41,809,3188.041948544,20804,7,43062,6495103,339245,40891,710537,77858,669.10738,23114.253623644,156932,236573,238302,533376,10017,693706,1415161,63866,19257.1042951,2672780,93,45.35,19.39,100.37,
2024-2025,Feb,18,MAHARASHTRA,1802,THANE,352629,277.224277224355,34,56,250.015010999,4293,7,12314,540977,17251,3781,164638,36679,53.00494,1802.739529199,15527,27267,31952,103969,741,143763,337620,16607,1499.7195782,234884,95,55.47,1.07,102.05,
2024-2025,Feb,18,MAHARASHTRA,1805,SINDHUDURG,300042,290.898971975191,31,120,148.1510818,5231,5,16115,434151,10006,3779,929,307,80.04051,1491.13238762001,13874,22738,39433,90226,541,130586,245260,21346,1262.94079582001,173050,82,82.03,4.1,101.26,
2024-2025,Feb,18,MAHARASHTRA,1807,DHULE,1814049,272.997948135614,47,351,516.526976321,5860,16,25547,2717626,104930,17659,419654,77158,222.97416,8158.56435432096,57006,94632,103839,290348,6874,452901,952714,31407,7419.06321799996,1072558,90,64.44,0.14,103.2,
2024-2025,Feb,18,MAHARASHTRA,1816,JALNA,4223409,276.186392819309,51,400,4365.286115493,10431,19,51178,6193219,161202,21143,28469,3334,568.15034,22038.2646109931,121318,220908,176112,464470,14105,497053,1107805,61609,17104.8281555001,2576020,78,51.79,0.71,104.79,
2024-2025,Feb,18,MAHARASHTRA,1817,PARBHANI,3431135,280.66950149453,50,334,5262.257868446,7647,30,35995,5054428,171706,21779,35377,3032,673.44259,20121.9383294459,100888,162999,152180,341164,12231,428263,822986,43642,14186.2378709999,1990505,90,60.3,0.11,110.75,
2024-2025,Feb,18,MAHARASHTRA,1818,BEED,7483828,304.336614527058,51,678,8428.804520117,6995,48,75854,10307136,173770,16473,20999,1936,990.0529,40787.2461772167,198580,345336,276577,672474,26143,696399,1435684,82849,31368.3887570997,4307883,79,43.55,4.18,317.38,
2024-2025,Feb,18,MAHARASHTRA,1821,LATUR,4354519,281.109281846555,58,247,7636.092388948,17542,1,27476,5404054,497464,57585,53882,4411,687.36016,23514.749938948,91996,150773,137323,342604,16115,403357,851878,45018,15191.29739,2173096,88,56.51,0.02,102.95,
2024-2025,Feb,18,MAHARASHTRA,1825,YAVATMAL,4827157,296.700919892932,40,771,3167.075998544,20667,7,42343,6344771,331280,40685,692489,77481,654.56283,22646.632750644,154791,233086,236946,530390,9601,693099,1414019,63010,18824.9939221,2607010,93,45.28,19.41,100.37,
2024-2025,Jan,18,MAHARASHTRA,1803,RAIGAD,151902,294.584682387688,23,73,242.714090714,2080,78,18890,260034,7501,3154,59849,15157,42.9022,1051.636623714,11086,17336,30918,71528,203,194473,350673,20970,766.020333,110473,71,30.22,2.58,110.14,
